FileName, Timestamp, GT Floor Count, Floors Counted, GT Vertical Context, Sample Size, Unknown, On Floor, Up/Down, Stairs, Elevator, Escalator, Context Accuracy 
Data/20170630_161141/ST_PDR_Log.txt, 11-Aug-2017 16:23:44, 2.00, 3.40, 2, 56, 0, 0, 56, 0, 0, 0, 100.00
