10102, 0, 1, 2, 193, 0, 4, 20, 0.000122, -1,
10103, 0, 4294967295,
10101, 0, 1,
10201, 0, 0, 1, 193, 10, 0, -7807, -1196, -1991, 20, -7881, -1147, -2023, 40, -7938, -1180, -1925, 60, -7979, -1106, -1942, 80, -7873, -1114, -1901, 100, -7848, -1163, -1876, 120, -7946, -1171, -1876, 140, -8012, -1303, -1843, 160, -7660, -1368, -1671, 180, -7692, -1483, -1688, 
10201, 200, 200, 1, 193, 10, 0, -7274, -3064, -1294, 20, -8987, -1073, -1753, 40, -8135, -1368, -1671, 60, -7799, -1532, -1540, 80, -8028, -1335, -1163, 100, -8348, -1409, -1458, 120, -7897, -1237, -1425, 140, -7832, -1147, -1466, 160, -7963, -1098, -1475, 180, -8061, -1098, -1491, 
10201, 400, 400, 1, 193, 10, 0, -8077, -1147, -1491, 20, -8036, -1122, -1466, 40, -7995, -1106, -1466, 60, -8020, -1090, -1466, 80, -8020, -1040, -1458, 100, -8036, -975, -1483, 120, -8077, -942, -1532, 140, -8036, -1024, -1434, 160, -7913, -1147, -1368, 180, -8036, -1098, -1417, 
10201, 600, 600, 1, 193, 10, 0, -8069, -1008, -1434, 20, -7954, -1081, -1376, 40, -8077, -1122, -1270, 60, -8077, -1065, -1343, 80, -8020, -1024, -1196, 100, -8298, -1098, -1409, 120, -8421, -1335, -1040, 140, -8176, -1081, -1393, 160, -7823, -958, -1311, 180, -8028, -1114, -1196, 
10201, 800, 800, 1, 193, 10, 0, -8389, -1196, -1106, 20, -8298, -1376, -983, 40, -7856, -1360, -1090, 60, -7832, -1303, -1049, 80, -7946, -1311, -1024, 100, -8200, -1278, -1032, 120, -8086, -1229, -1016, 140, -8020, -1311, -1016, 160, -8053, -1237, -1040, 180, -8012, -1196, -1106, 
10201, 1000, 1000, 1, 193, 10, 0, -8020, -1229, -1090, 20, -8077, -1212, -1098, 40, -8118, -1212, -1098, 60, -8086, -1147, -1098, 80, -8012, -1139, -1139, 100, -8110, -1180, -1147, 120, -8094, -1188, -1139, 140, -8028, -1163, -1163, 160, -8069, -1114, -1196, 180, -8053, -1081, -1171, 
10201, 1200, 1200, 1, 193, 10, 0, -8077, -1139, -1163, 20, -8126, -1196, -1106, 40, -8045, -1237, -1106, 60, -7938, -1343, -1180, 80, -7963, -1343, -1196, 100, -8118, -1237, -1196, 120, -8151, -1229, -1196, 140, -8094, -1237, -1171, 160, -7995, -1253, -1180, 180, -8028, -1212, -1188, 
10201, 1400, 1400, 1, 193, 10, 0, -8069, -1278, -1196, 20, -8094, -1319, -1196, 40, -8061, -1278, -1180, 60, -8004, -1237, -1163, 80, -7971, -1245, -1196, 100, -8036, -1286, -1180, 120, -8053, -1270, -1147, 140, -8045, -1343, -1196, 160, -8069, -1327, -1147, 180, -7946, -1352, -1106, 
10201, 1600, 1600, 1, 193, 10, 0, -8020, -1245, -1155, 20, -8045, -1278, -1139, 40, -8118, -1262, -1114, 60, -8012, -1311, -1180, 80, -7995, -1360, -1221, 100, -8053, -1221, -1155, 120, -8118, -1073, -1171, 140, -8167, -1081, -1147, 160, -8012, -1196, -1180, 180, -7995, -1253, -1196, 
10201, 1800, 1800, 1, 193, 10, 0, -8036, -1327, -1155, 20, -8012, -1434, -1180, 40, -8004, -1368, -1171, 60, -8069, -1384, -1155, 80, -8086, -1335, -1188, 100, -7954, -1270, -1221, 120, -8020, -1368, -1196, 140, -8118, -1458, -1188, 160, -8135, -1540, -1204, 180, -8053, -1769, -1327, 
