10102, 0, 1, 2, 193, 0, 4, 20, 0.000122, -1,
10103, 0, 4294967295,
10101, 0, 1,
10201, 0, 0, 1, 193, 10, 0, 582, -827, -8118, 20, 623, -909, -8380, 40, 672, -377, -7963, 60, 803, -188, -8339, 80, 508, -279, -8577, 100, 639, -295, -8061, 120, 451, -311, -7774, 140, 246, -164, -8102, 160, 74, -164, -7856, 180, -131, -98, -7864, 
10201, 200, 200, 1, 193, 10, 0, 180, 0, -8233, 20, 33, 442, -8970, 40, -328, 803, -9888, 60, -852, 680, -10723, 80, -647, 541, -11297, 100, -557, 303, -11649, 120, -328, 696, -11002, 140, -287, 1253, -10273, 160, -311, 1262, -10035, 180, -319, 1458, -9355, 
10201, 400, 400, 1, 193, 10, 0, -467, 1679, -8290, 20, -393, 1794, -7471, 40, -360, 1876, -6930, 60, -25, 1589, -7291, 80, 25, 1196, -7553, 100, 123, 926, -7234, 120, 147, 631, -7283, 140, 270, 508, -7078, 160, 369, 1253, -6193, 180, 893, 680, -5530, 
10201, 600, 600, 1, 193, 10, 0, 1008, 270, -5816, 20, 1425, 926, -6881, 40, 1319, 475, -6685, 60, 1262, 90, -6504, 80, 1368, 262, -6463, 100, 1753, 434, -6693, 120, 2130, 795, -7234, 140, 2728, 1311, -7447, 160, 2408, 754, -7873, 180, 2138, 172, -8536, 
10201, 800, 800, 1, 193, 10, 0, 2572, -66, -9200, 20, 2793, -106, -9093, 40, 2884, 205, -9019, 60, 2949, 385, -9699, 80, 2793, 66, -9470, 100, 2695, -287, -8626, 120, 2646, -369, -8872, 140, 2441, -360, -8897, 160, 2097, -549, -9355, 180, 1917, -934, -9691, 
10201, 1000, 1000, 1, 193, 10, 0, 1720, -1163, -8856, 20, 1343, -1319, -7979, 40, 1270, -1098, -7930, 60, 1196, -639, -7963, 80, 1204, -82, -8176, 100, 1196, -270, -8200, 120, 1155, -762, -7873, 140, 1024, -909, -7045, 160, 1024, -696, -6185, 180, 1180, -295, -5726, 
10201, 1200, 1200, 1, 193, 10, 0, 1327, -123, -5792, 20, 1319, -295, -5841, 40, 1524, -172, -5693, 60, 1327, -180, -5677, 80, 1409, 0, -5792, 100, 1556, 492, -6463, 120, 1597, 598, -6685, 140, 1671, 680, -6988, 160, 1417, 557, -7340, 180, 1212, 508, -7717, 
10201, 1400, 1400, 1, 193, 10, 0, 1073, 754, -8454, 20, 1098, 950, -8897, 40, 1032, 885, -8815, 60, 991, 623, -9191, 80, 614, 786, -10052, 100, 688, 1171, -10871, 120, 639, 1098, -11559, 140, 745, 410, -12141, 160, 614, -606, -11993, 180, 377, -352, -10764, 
10201, 1600, 1600, 1, 193, 10, 0, 623, 877, -8995, 20, 852, 2007, -7586, 40, 1090, 2695, -7168, 60, 1384, 2540, -8184, 80, 1303, 1532, -8782, 100, 1139, 557, -8511, 120, 1024, -90, -7537, 140, 1155, -270, -6382, 160, 1163, -344, -5792, 180, 1360, -279, -5677, 
10201, 1800, 1800, 1, 193, 10, 0, 1442, -344, -5644, 20, 1573, -360, -5603, 40, 1696, -352, -5857, 60, 1876, -197, -6283, 80, 2130, 254, -6537, 100, 2179, 524, -6914, 120, 2318, 336, -7619, 140, 2359, -41, -8176, 160, 2466, -459, -8610, 180, 2499, -541, -8872, 
10201, 2000, 2000, 1, 193, 10, 0, 2695, -451, -8946, 20, 2630, -639, -9257, 40, 2736, -778, -9404, 60, 2474, -1204, -8806, 80, 2154, -1229, -8208, 100, 1827, -770, -8626, 120, 1810, -1319, -10748, 140, 1237, -2318, -10953, 160, 844, -2875, -9339, 180, 451, -2892, -7791, 
10201, 2200, 2200, 1, 193, 10, 0, 418, -2425, -7102, 20, 664, -1688, -7971, 40, 967, -1090, -9331, 60, 1065, -729, -10068, 80, 1278, -360, -9421, 100, 1327, -254, -8331, 120, 1458, -205, -7299, 140, 1499, 49, -6234, 160, 1614, 106, -5636, 180, 1802, 66, -5644, 
10201, 2400, 2400, 1, 193, 10, 0, 1860, -156, -5595, 20, 1860, -451, -5480, 40, 1917, -737, -5923, 60, 1982, -868, -6193, 80, 2089, -770, -6185, 100, 2089, -598, -6250, 120, 2146, -573, -6316, 140, 2327, -475, -6414, 160, 2277, -180, -6857, 180, 2073, 25, -7242, 
10201, 2600, 2600, 1, 193, 10, 0, 1909, 131, -7152, 20, 1868, 328, -7750, 40, 1909, 172, -9798, 60, 1540, 705, -10617, 80, 1262, 1319, -10396, 100, 672, 1114, -10871, 120, 172, 205, -11854, 140, 57, -410, -12263, 160, -82, -33, -11289, 180, 147, 1147, -9748, 
10201, 2800, 2800, 1, 193, 10, 0, 279, 2220, -8421, 20, 688, 2703, -8323, 40, 885, 1974, -8651, 60, 860, 844, -9282, 80, 836, -213, -9175, 100, 770, -696, -8266, 120, 819, -664, -6971, 140, 918, -983, -6062, 160, 934, -1098, -5612, 180, 1114, -1294, -5718, 
10201, 3000, 3000, 1, 193, 10, 0, 1360, -1294, -6152, 20, 1597, -1335, -5972, 40, 1704, -1360, -5603, 60, 2015, -1139, -5292, 80, 2458, -1073, -5636, 100, 2548, -1393, -6504, 120, 2482, -1712, -6996, 140, 2556, -1769, -7045, 160, 2695, -1835, -7258, 180, 2834, -1901, -7643, 
10201, 3200, 3200, 1, 193, 10, 0, 2900, -1982, -8184, 20, 2834, -2294, -8528, 40, 2802, -2408, -8716, 60, 2941, -2146, -8225, 80, 2884, -1892, -7356, 100, 2900, -1925, -7545, 120, 2507, -1901, -8430, 140, 1729, -2171, -11018, 160, 1294, -3236, -12853, 180, 623, -3277, -11944, 
10201, 3400, 3400, 1, 193, 10, 0, 238, -2433, -9806, 20, -16, -1671, -8536, 40, -33, -1237, -7963, 60, -205, -1638, -8176, 80, -213, -2105, -8749, 100, -270, -2335, -8577, 120, -401, -2392, -7561, 140, -279, -2048, -6652, 160, -131, -1532, -5800, 180, -25, -1458, -5554, 
10201, 3600, 3600, 1, 193, 10, 0, 344, -2048, -5882, 20, 344, -2671, -6382, 40, 295, -2916, -6488, 60, 213, -2851, -5865, 80, 401, -2376, -5743, 100, 868, -2097, -6242, 120, 1032, -2605, -7733, 140, 696, -3228, -8249, 160, 590, -2982, -7438, 180, 451, -2720, -6758, 
10201, 3800, 3800, 1, 193, 10, 0, 639, -2154, -6398, 20, 1032, -1819, -6390, 40, 1130, -1942, -6734, 60, 1171, -2195, -6652, 80, 1032, -2597, -6529, 100, 1040, -2777, -6693, 120, 1360, -2597, -7381, 140, 1720, -2384, -9126, 160, 1376, -2195, -10486, 180, 1057, -1663, -10076, 
10201, 4000, 4000, 1, 193, 10, 0, 1221, -1065, -9069, 20, 1040, -647, -8200, 40, 1253, -500, -8192, 60, 1647, -532, -8667, 80, 1491, -688, -8667, 100, 1262, -1008, -8364, 120, 1229, -885, -7700, 140, 1409, -623, -7545, 160, 1425, -631, -7815, 180, 1507, -582, -7176, 
10201, 4200, 4200, 1, 193, 10, 0, 1688, -614, -6627, 20, 1950, -967, -6586, 40, 2040, -1630, -6423, 60, 2130, -1925, -6488, 80, 2048, -2097, -7078, 100, 2269, -2204, -7422, 120, 2245, -2417, -7561, 140, 2302, -2269, -7905, 160, 2482, -1843, -8610, 180, 2605, -1794, -9445, 
10201, 4400, 4400, 1, 193, 10, 0, 2507, -2564, -8987, 20, 2089, -3457, -8413, 40, 1917, -3670, -8290, 60, 2105, -3219, -8430, 80, 1884, -3097, -8634, 100, 1458, -3236, -8602, 120, 1155, -3195, -8528, 140, 885, -2589, -8184, 160, 778, -1524, -7774, 180, 778, -483, -7840, 
